MT1M, 8275, 4.333521
HRH1, 5804, 4.332835
LOC644762, 7292, 4.332189
LDHA, 6837, 4.331952
RALB, 10796, 4.330261
TUBA4A, 14202, 4.316143
CA10, 1687, 4.315881
LOC729080, 7313, 4.314334
RHOF, 11099, 4.310576
HSD17B12, 5828, 4.304787
ADAMTS2, 221, 4.296729
FAM135B, 4244, 4.294579
DCUN1D1, 3223, 4.291786
C2orf27A, 1589, 4.289996
LRRC2, 7389, 4.283907
SDAD1P1, 11683, 4.281558
RAB39A, 10724, 4.280768
RNF222, 11231, 4.273065
DKFZP434K028, 3418, 4.271956
RASGRF2, 10860, 4.263949
RUNDC3A, 11503, 4.262427
HRH4, 5807, 4.261799
TMEM150C, 13578, 4.255109
KCNIP3, 6371, 4.254792
NDUFA12, 8603, 4.253606
APOL4, 697, 4.253470
TIMP4, 13448, 4.251243
TRIM49B, 14002, 4.250950
AARD, 18, 4.247325
MAFF, 7554, 4.238903
FRA10AC1, 4715, 4.236192
ZBBX, 14900, 4.235995
C5orf58, 1635, 4.234465
OR2T6, 9204, 4.233528
STX7, 12935, 4.231093
SORL1, 12548, 4.228085
SYT9, 13065, 4.226714
CMTM4, 2612, 4.225511
STBD1, 12860, 4.225498
ACADL, 103, 4.220925
POLE2, 10079, 4.219268
RPP25L, 11361, 4.219075
LSAMP, 7453, 4.218157
OVOL2, 9289, 4.212853
HTR1E, 5872, 4.212685
ST6GALNAC5, 12817, 4.212675
RGS4, 11070, 4.202844
AQP7P1, 719, 4.202795
SYAP1, 13008, 4.196941
FDX1L, 4525, 4.191646
KIAA1549L, 6502, 4.186936
HDDC2, 5518, 4.174541
LDB2, 6835, 4.174327
ARHGAP35, 767, 4.167359
EXTL1, 4157, 4.164445
STUB1, 12918, 4.162043
MED7, 7826, 4.161455
ISCU, 6190, 4.160466
PPFIBP1, 10172, 4.159242
ZNF724, 15492, 4.151987
SYDE2, 13017, 4.151231
CEND1, 2270, 4.146940
DYNLT3, 3697, 4.145065
GLRA3, 5062, 4.145019
CPZ, 2849, 4.144687
FREM3, 4720, 4.143469
LCE1C, 6811, 4.141569
GAL, 4846, 4.139549
MAST4, 7706, 4.137856
C21orf58, 1572, 4.135948
KLK7, 6622, 4.131610
RUFY3, 11501, 4.128655
PITPNB, 9853, 4.128191
CCDC166, 1940, 4.125836
OR5B17, 9218, 4.122634
NEFL, 8667, 4.122633
DIRAS2, 3407, 4.121285
TTC36, 14158, 4.120862
KHDRBS3, 6466, 4.113710
TIGD4, 13424, 4.112231
SCN8A, 11658, 4.110522
DCUN1D3, 3225, 4.109532
SLC25A47, 12125, 4.102911
RAPGEF5, 10833, 4.100641
WDR7, 14737, 4.098442
NXPH2, 9107, 4.095075
PRR13, 10420, 4.094722
CNTNAP2, 2670, 4.091864
MARF1, 7693, 4.090020
SERGEF, 11804, 4.089460
GPX3, 5279, 4.087527
HSPB8, 5862, 4.086177
SPATS2, 12619, 4.080245
SLC39A11, 12216, 4.078460
DAGLA, 3149, 4.077908
KCNS1, 6409, 4.076443
SCARNA17, 11628, 4.072911
PHGR1, 9742, 4.071258
HIST1H4D, 5658, 4.070868
IDI1, 5927, 4.067838
HOXB13, 5776, 4.067520
LEF1-AS1, 6848, 4.065867
RCAN2, 10951, 4.065109
RPRD1A, 11365, 4.062342
KLK15, 6617, 4.059219
LINC02249, 7054, 4.057628
LOC100507507, 7162, 4.055838
MPPED1, 8119, 4.053549
EGFL7, 3800, 4.050848
ASB2, 904, 4.049465
SLC35F1, 12191, 4.047400
ZNF85, 15569, 4.045759
NANOS3, 8500, 4.045554
HIVEP1, 5674, 4.041989
CASTOR2, 1857, 4.038797
WIPF2, 14774, 4.037130
JAZF1, 6274, 4.036206
ARHGAP42, 771, 4.035052
PRUNE2, 10466, 4.022716
KBTBD11, 6329, 4.021639
OPRM1, 9175, 4.019642
WFDC1, 14758, 4.018890
LOC105373876, 7211, 4.018300
CDH13, 2171, 4.017666
ADRA1A, 294, 4.012182
ZNF665, 15442, 4.009741
SCRG1, 11668, 4.009023
DPH3P1, 3580, 4.003052
MGLL, 7934, 3.993355
ST3GAL1, 12804, 3.992047
CAMK1G, 1769, 3.988868
EFHC2, 3782, 3.988308
OSTN, 9271, 3.986732
ATXN3, 1087, 3.982204
CD53, 2111, 3.980702
NIPSNAP1, 8775, 3.979579
MROH5, 8150, 3.978931
LCE1A, 6810, 3.977495
GLIPR1, 5049, 3.975300
CMAS, 2601, 3.973474
CPEB3, 2818, 3.970019
DCUN1D4, 3226, 3.969560
CLU, 2592, 3.968436
SHC3, 11942, 3.967858
LOC145694, 7226, 3.963775
MYBPC2, 8376, 3.962566
GAREM1, 4886, 3.959661
FNDC11, 4660, 3.958583
FXYD6, 4787, 3.957425
SEH1L, 11741, 3.954199
CNIH3, 2628, 3.951756
ETV5, 4115, 3.950397
MRPS30-DT, 8223, 3.946579
TAS1R1, 13142, 3.944596
FLJ33534, 4623, 3.942897
NKD2, 8790, 3.941252
MTA1, 8279, 3.940105
PRRX1, 10447, 3.939050
PMEL, 10010, 3.937911
HECA, 5538, 3.933151
PSD3, 10472, 3.933041
ADTRP, 305, 3.928214
MED10, 7799, 3.927532
SYNGR1, 13033, 3.923754
WNT11, 14786, 3.922932
LINC02004, 7046, 3.922746
PI3, 9769, 3.922507
C12orf43, 1454, 3.920706
LY9, 7501, 3.920313
TFPT, 13349, 3.912604
UBE2Z, 14330, 3.910748
USB1, 14461, 3.906904
LOC105376360, 7216, 3.906816
TRAF3, 13925, 3.904812
GPR17, 5235, 3.903078
DYRK1A, 3698, 3.900931
GRK3, 5321, 3.900374
CAMK2G, 1773, 3.898071
TUBB8, 14212, 3.897174
YIF1B, 14862, 3.894252
CIB3, 2479, 3.893034
ALS2CL, 483, 3.889440
RNFT2, 11249, 3.886354
SC5D, 11606, 3.886295
MINOS1, 7980, 3.886190
SCG3, 11635, 3.881915
LDLR, 6842, 3.881688
CDKL1, 2219, 3.881036
HIST1H4B, 5656, 3.877278
YWHAE, 14886, 3.875497
PFDN1, 9673, 3.874681
ZFPM2, 15045, 3.874116
MYO5A, 8426, 3.871510
LOC100128239, 7108, 3.870548
SPHK2, 12642, 3.870139
LLPH, 7076, 3.869296
SCGB3A2, 11643, 3.862649
LSM11, 7457, 3.855159
FARSA, 4427, 3.854128
PDK3, 9600, 3.851912
MEX3D, 7889, 3.847221
LINC01116, 6998, 3.844543
PPEF1, 10167, 3.842316
ZC2HC1A, 14947, 3.840462
PRDM2, 10306, 3.840459
FAM81A, 4380, 3.838560
PDE4D, 9568, 3.838047
IQSEC1, 6164, 3.837325
ITGA5, 6214, 3.836766
TOMM20L, 13833, 3.836214
LRRC37A3, 7401, 3.831085
CHCHD6, 2390, 3.830515
TRMT10C, 14034, 3.824555
OLFM4, 9153, 3.824523
TMEM200C, 13628, 3.821936
OLFM3, 9152, 3.821290
DDX11L2, 3251, 3.819019
CDT1, 2242, 3.816971
GTDC1, 5370, 3.816155
ACAA2, 96, 3.814695
RPEL1, 11286, 3.813447
RBP1, 10939, 3.808026
LOC101927278, 7173, 3.807637
TSPYL1, 14121, 3.805741
FEZF2, 4539, 3.803074
CPT1A, 2843, 3.800487
MARCH4, 7684, 3.800123
HUNK, 5886, 3.797401
HSD11B1L, 5823, 3.796190
SRI, 12731, 3.792828
GAN, 4878, 3.789067
EXOC3L2, 4136, 3.788638
CCK, 2008, 3.785872
RABIF, 10762, 3.784260
BLOC1S6, 1301, 3.783818
ZNF219, 15153, 3.783224
GCAT, 4918, 3.782075
MYBPC1, 8375, 3.779979
MKX, 8018, 3.778778
RAPH1, 10836, 3.774229
AVPR2, 1106, 3.771116
SOWAHB, 12554, 3.766886
TXNRD3, 14258, 3.763029
HRK, 5808, 3.762447
CPNE8, 2832, 3.760484
ACOT13, 132, 3.760207
IMPA1P1, 6072, 3.759796
TPK1, 13887, 3.757965
ZNF732, 15498, 3.753399
ASB6, 907, 3.750351
LSM12, 7458, 3.749411
PSMD12, 10506, 3.747152
CASC10, 1833, 3.746743
MAFK, 7558, 3.742859
TSPAN33, 14110, 3.740395
TESPA1, 13318, 3.740217
GRPEL1, 5334, 3.738412
YBX2, 14854, 3.738225
KDELR3, 6439, 3.735711
STEAP2, 12864, 3.734275
MAB21L3, 7537, 3.733534
AAGAB, 12, 3.730101
ZBTB41, 14932, 3.726491
YWHAG, 14888, 3.724050
COX8C, 2812, 3.722642
GULP1, 5411, 3.722553
TLR9, 13485, 3.721488
C1orf21, 1546, 3.719906
PLSCR4, 9994, 3.719726
SERPINB2, 11815, 3.719579
PCYT1A, 9539, 3.718511
CAPNS1, 1803, 3.718314
SLC30A9, 12169, 3.717506
KRT31, 6675, 3.717245
CRCT1, 2862, 3.714481
OR10A5, 9178, 3.713472
ATP6V1A, 1054, 3.712044
ENAH, 3954, 3.709199
CHST7, 2464, 3.707060
NAPG, 8512, 3.705379
TMEM129, 13555, 3.703778
CRYBA2, 2910, 3.703589
CLCN6, 2523, 3.698860
TUBA1B, 14197, 3.698164
CHRNA4, 2447, 3.697879
MIR7-3HG, 7996, 3.696001
TMEM184B, 13613, 3.693616
RPH3AL, 11292, 3.692935
RAB15, 10700, 3.691135
PFDN4, 9675, 3.690805
GNA14, 5097, 3.688266
ZNF56, 15362, 3.687171
ZNF157, 15123, 3.685307
CCDC3, 1958, 3.685298
AHCYL1, 358, 3.680193
ZNF208, 15145, 3.678390
RUSC1, 11507, 3.677775
IDH1-AS1, 5922, 3.677360
SEMA5A, 11771, 3.676704
BASP1-AS1, 1177, 3.676370
OSBPL3, 9254, 3.675570
ZBED1, 14901, 3.674085
LINC01140, 7003, 3.672388
HOXB7, 5778, 3.669155
OPN3, 9171, 3.669076
MDFIC, 7779, 3.666180
SMARCA5, 12349, 3.663259
PPP2R5C, 10261, 3.662426
LANCL2, 6778, 3.661828
PEX5L, 9669, 3.659584
BAIAP3, 1168, 3.657585
KCNK5, 6391, 3.648624
ILDR1, 6058, 3.646716
SLC25A46, 12124, 3.642803
SPHKAP, 12643, 3.641973
CREB3L3, 2867, 3.638992
LYNX1, 7507, 3.636289
SPRYD7, 12691, 3.636232
HIST1H3E, 5650, 3.631172
C8orf46, 1664, 3.627447
BAG4, 1160, 3.626198
LY86-AS1, 7500, 3.626167
ARMCX3, 850, 3.623121
GOLGA2, 5139, 3.621653
MAGEA6, 7560, 3.621203
PSMD4, 10511, 3.620055
SCOC, 11664, 3.619221
NOV, 8883, 3.618653
MAD2L1BP, 7544, 3.616230
TMEM243, 13659, 3.615007
ABHD2, 75, 3.609622
TMEM155, 13581, 3.604318
YWHAEP1, 14887, 3.604143
CLCN5, 2522, 3.601706
TCP11L1, 13268, 3.601425
ZNF200, 15140, 3.599829
STXBP5L, 12941, 3.597653
ADRA1D, 296, 3.595865
RHOJ, 11101, 3.595163
CDK15, 2199, 3.593551
PPIAL4A, 10176, 3.593121
MGC70870, 7932, 3.592790
GPR143, 5223, 3.592535
PCDH8, 9468, 3.591804
RAB6B, 10744, 3.591558
PSORS1C2, 10528, 3.588798
HDGFL3, 5523, 3.588564
ZNF850, 15570, 3.588282
BRAF, 1347, 3.588204
PIK3R1, 9819, 3.583263
CRBN, 2860, 3.582206
HSPA9, 5856, 3.580078
PROP1, 10390, 3.579081
CBX1, 1883, 3.577658
SOHLH1, 12539, 3.574277
CLVS2, 2598, 3.572439
EN2, 3953, 3.572093
HIST1H3H, 5653, 3.570539
TTLL12, 14180, 3.569623
ZNF729, 15496, 3.566369
THEMIS2, 13391, 3.565220
EIF5B, 3874, 3.559127
KRT222, 6673, 3.558605
IGSF23, 6009, 3.558500
CWC22, 3043, 3.558456
LINC01399, 7016, 3.557441
NRSN1, 8981, 3.555739
GPR176, 5238, 3.554522
DLGAP1, 3435, 3.554136
MAGEE1, 7563, 3.552050
PCDHAC2, 9473, 3.550587
SUSD5, 12991, 3.549463
LYPD2, 7509, 3.548902
TCF4, 13254, 3.547537
CCDC43, 1964, 3.545828
LOC654780, 7302, 3.544553
ARL15, 820, 3.542838
TCEA2, 13233, 3.542308
CINP, 2487, 3.541592
MRPS21, 8214, 3.540926
ANO8, 614, 3.540904
APOO, 702, 3.538616
ZNF99, 15580, 3.537096
SH2D2A, 11907, 3.533488
LOC100506388, 7152, 3.532586
UBE2L5, 14313, 3.528943
ANXA4, 631, 3.528219
SUZ12P1, 12996, 3.525597
KCTD15, 6422, 3.524543
KRT15, 6667, 3.522716
ZNF496, 15318, 3.522140
GLRX2, 5065, 3.520041
TIMM23, 13436, 3.519644
UBXN2A, 14364, 3.519427
NUMB, 9070, 3.518731
ZNF737, 15502, 3.515731
S100A6, 11535, 3.514778
BRI3BP, 1364, 3.512398
VIP, 14587, 3.510468
ATP6V0A1, 1044, 3.509775
CEACAM20, 2248, 3.507107
ZNF319, 15214, 3.505830
CACNG6, 1734, 3.505693
BEGAIN, 1252, 3.505017
RNF19B, 11217, 3.504503
MAP4, 7639, 3.504356
RHOBTB2, 11095, 3.501097
PCDHGC4, 9497, 3.499587
ZNF43, 15275, 3.497080
CTSH, 3012, 3.494660
TMEM105, 13532, 3.491616
HACL1, 5450, 3.491354
RPL17, 11306, 3.491214
RAB3C, 10728, 3.490048
ENTPD2, 3983, 3.486407
NEDD9, 8665, 3.485705
FAM83H, 4382, 3.485404
CREB3L1, 2865, 3.484371
FTH1, 4752, 3.484024
C2CD4C, 1584, 3.483798
LCMT2, 6824, 3.481407
EIF4E3, 3862, 3.479992
ZNF69, 15463, 3.478888
ETS2, 4112, 3.478834
FRMPD3, 4732, 3.476089
ITM2B, 6236, 3.474098
DDX19A, 3254, 3.473297
HTR5A, 5879, 3.471654
FLJ32255, 4622, 3.469653
CAPN2, 1799, 3.468288
PTP4A1, 10573, 3.466554
UTP4, 14532, 3.466479
HMGB3P1, 5717, 3.465178
CTNND2, 2998, 3.463594
ZBTB20, 14918, 3.459336
DHCR24, 3352, 3.457966
TIPARP, 13451, 3.457571
PRB1, 10295, 3.457266
SMCR5, 12369, 3.454592
SGSM1, 11899, 3.453899
GOLGA3, 5144, 3.453699
PTPRK, 10605, 3.452687
DBI, 3168, 3.452025
FFAR1, 4540, 3.451219
EFNB2, 3793, 3.451094
NPM2, 8913, 3.449591
SCGN, 11644, 3.447473
MIR22HG, 7990, 3.444588
CCDC149, 1930, 3.443032
EPS15, 4033, 3.440266
PCDHB3, 9484, 3.436897
ZNF813, 15549, 3.436847
ZIC5, 15067, 3.435894
TTBK2, 14136, 3.435596
UHMK1, 14395, 3.435433
IGF1, 5984, 3.434810
OR4D10, 9210, 3.432103
PWAR6, 10641, 3.430611
VILL, 14585, 3.430342
ARHGAP12, 747, 3.428430
ZNF728, 15495, 3.428138
ATP5F1C, 1025, 3.428076
ALDH5A1, 438, 3.427386
AP4S1, 660, 3.425413
BABAM1, 1150, 3.424423
RANBP6, 10816, 3.423269
SLC30A3, 12165, 3.423074
OR2H1, 9197, 3.421683
FBXO31, 4482, 3.421124
PRIMA1, 10335, 3.419159
TMEM63B, 13711, 3.418615
SFPQ, 11868, 3.418584
DNAJC8, 3517, 3.416449
VPS13D, 14610, 3.415100
PTPRE, 10600, 3.413270
KRTAP20-2, 6709, 3.412632
SMIM12, 12384, 3.412588
ANK2, 536, 3.412423
DYRK3, 3701, 3.409796
GPATCH2, 5181, 3.409735
ACADM, 104, 3.409199
PITHD1, 9851, 3.408571
LBX2-AS1, 6806, 3.408202
GRIN2A, 5311, 3.405368
CLEC2L, 2545, 3.404809
MED31, 7823, 3.404190
HBS1L, 5486, 3.403523
DIRAS1, 3406, 3.402884
LINC00367, 6935, 3.402015
SH3BGRL2, 11913, 3.401981
PPBP, 10163, 3.400458
SLC26A4-AS1, 12139, 3.398948
EFNA4, 3790, 3.398550
CFDP1, 2359, 3.397660
B3GNT8, 1132, 3.397425
MYOM2, 8437, 3.394371
FAM110C, 4214, 3.394333
SLC39A12, 12217, 3.391990
EFNA5, 3791, 3.391232
KCNJ3, 6379, 3.389231
ZNF625, 15420, 3.388495
MROH7, 8152, 3.388374
PCDHB9, 9489, 3.388159
TEX26, 13324, 3.386356
SEMG2, 11778, 3.384883
CXCL5, 3058, 3.383532
SNX33, 12519, 3.382269
FAM13A, 4247, 3.382175
COL11A1, 2697, 3.381223
TSPAN5, 14112, 3.380557
MAPK10, 7652, 3.379714
FAM136A, 4245, 3.378997
SAMHD1, 11569, 3.378347
SLC25A53, 12132, 3.378097
SLC43A2, 12233, 3.374287
MECR, 7797, 3.373369
SMIM24, 12392, 3.369233
CREBBP, 2870, 3.368604
ADORA2B, 289, 3.367226
MFGE8, 7895, 3.367020
PABPC1L2B, 9328, 3.365016
NLRC5, 8815, 3.364677
C3orf22, 1610, 3.363968
MAP2, 7615, 3.363889
PPP3R2, 10268, 3.360294
WNT10A, 14784, 3.359575
TRIB2, 13968, 3.359167
MPP6, 8116, 3.358189
KIAA0368, 6476, 3.357273
CNN1, 2633, 3.355994
ARNT2, 856, 3.355332
GREM2, 5297, 3.355307
ATP5PB, 1036, 3.352587
SDK2, 11704, 3.349942
DDX52, 3275, 3.347801
ZNRF4, 15592, 3.347695
ALDH6A1, 439, 3.347456
SNX24, 12510, 3.346469
MED28, 7820, 3.342894
EME2, 3934, 3.342412
VWA3A, 14658, 3.341381
VCL, 14566, 3.340208
VSTM2B, 14650, 3.339612
LRRC8B, 7433, 3.339300
MRPL51, 8195, 3.335020
RFPL3S, 11033, 3.334354
RALBP1, 10797, 3.332474
HTRA1, 5882, 3.327536
BCAP29, 1200, 3.326395
ACSS3, 160, 3.326314
EPN2, 4028, 3.324882
GTF3C4, 5392, 3.323913
RHCG, 11087, 3.322555
GPR78, 5262, 3.321553
GGH, 4981, 3.321247
PFN2, 9686, 3.319349
C6orf106, 1636, 3.319061
MCFD2, 7751, 3.318062
HDHD2, 5524, 3.317872
IL2RB, 6047, 3.315434
TCP1, 13267, 3.315330
C1QL3, 1523, 3.310314
CASQ1, 1854, 3.309602
CCDC74B, 1981, 3.308317
MRGPRD, 8138, 3.305507
ANGEL1, 526, 3.302340
E2F3, 3709, 3.297041
LOC100286906, 7136, 3.296585
CCNH, 2036, 3.293696
TIPRL, 13453, 3.292165
EMBP1, 3920, 3.290438
SPARCL1, 12600, 3.289028
LOC148709, 7229, 3.287558
CDH10, 2168, 3.287355
NMBR, 8821, 3.285582
CNTN6, 2668, 3.284708
MARCH6, 7686, 3.283768
SF3A2, 11856, 3.283748
ATXN7L3, 1091, 3.278482
RNF41, 11240, 3.278245
LINC01197, 7009, 3.278191
TMEM126B, 13552, 3.275180
ZNF676, 15453, 3.270718
TBC1D9B, 13197, 3.270526
GALNT9, 4871, 3.270159
STK39, 12887, 3.269810
STK17A, 12874, 3.266837
TAAR5, 13074, 3.266768
CAPNS2, 1804, 3.266088
LHX3, 6888, 3.262425
L3MBTL4, 6749, 3.259138
MRGPRG-AS1, 8141, 3.258742
RHOBTB3, 11096, 3.255664
ATP8B3, 1070, 3.253578
CSNK1A1P1, 2946, 3.253433
IPCEF1, 6140, 3.253191
BAG5, 1161, 3.252081
ACPP, 145, 3.250168
KATNAL1, 6323, 3.249492
HIST1H4I, 5662, 3.248515
MAP9, 7650, 3.247147
GUCY1B1, 5408, 3.246827
FBXO48, 4495, 3.245917
CIB2, 2478, 3.244871
VSX1, 14653, 3.244717
HOXD9, 5781, 3.244673
BCL2L2, 1226, 3.243866
RAB5A, 10740, 3.243733
NT5DC3, 9015, 3.242150
FJX1, 4597, 3.241704
TPST1, 13906, 3.240406
PEX14, 9662, 3.240182
CBLN4, 1876, 3.237693
C1QBP, 1519, 3.237366
TSKU, 14093, 3.236829
BEX5, 1267, 3.235772
MRPS28, 8221, 3.233665
HS6ST1, 5816, 3.232670
INPP1, 6101, 3.231281
ELAVL4, 3883, 3.231003
TMEM14A, 13573, 3.228043
MPZ, 8126, 3.227793
ASS1, 941, 3.225331
MGAT4C, 7925, 3.222382
SERINC3, 11807, 3.222020
NAP1L1, 8503, 3.221505
EFCAB2, 3774, 3.220289
CRYBG3, 2915, 3.219856
ENKUR, 3964, 3.218117
IQGAP3, 6163, 3.214711
KCNQ5, 6408, 3.214373
SOX3, 12568, 3.213910
IL17D, 6030, 3.213699
CISD3, 2494, 3.213402
MT1L, 8274, 3.212866
LRRC75B, 7431, 3.212558
LYPD8, 7513, 3.212017
DENND1A, 3302, 3.211757
FAM107A, 4210, 3.211561
EML6, 3945, 3.211105
ARHGEF15, 786, 3.210449
NPM1, 8912, 3.208539
TCL1B, 13263, 3.208106
TMEM54, 13703, 3.205241
HIST1H3F, 5651, 3.204488
HIST1H4H, 5661, 3.202218
LRRC59, 7421, 3.201967
TPGS2, 13884, 3.201689
VSTM4, 14652, 3.198052
RNF38, 11237, 3.196713
LRRK1, 7440, 3.195783
URI1, 14457, 3.195325
CYP3A5, 3112, 3.194556
STX12, 12921, 3.193734
CYCSP52, 3087, 3.193681
ZNF784, 15533, 3.193581
KIF26B, 6532, 3.191870
EVPL, 4124, 3.188928
MRPL47, 8191, 3.187418
TACR2, 13086, 3.185904
SDK1, 11703, 3.185111
WFDC12, 14761, 3.181934
LINC01949, 7042, 3.181028
SLC7A1, 12278, 3.180621
